,10_game_avg,50_game_avg,ha,result,streak
2010-02-06Drake,0.6,0.3333333333333333,0.0,1.0,2.0
2010-02-06Drexel,0.4,0.21739130434782608,1.0,1.0,5.0
2010-02-06Duke,0.4,0.3333333333333333,0.0,-1.0,1.0
2010-02-06Duquesne,-0.4,-0.4666666666666667,0.0,1.0,-4.0
2010-02-06E_Carolina,0.0,0.058823529411764705,0.0,-1.0,-2.0
2010-02-06E_Illinois,0.0,-0.06666666666666667,0.0,1.0,-2.0
2010-02-06E_Kentucky,-0.2,0.0,1.0,-1.0,2.0
2010-02-06E_Michigan,-0.6,-0.2222222222222222,1.0,1.0,-1.0
2010-02-06Elon,0.2,-0.2222222222222222,0.0,1.0,1.0
2010-02-06Evansville,-0.4,-0.15789473684210525,1.0,-1.0,-2.0
2010-02-06Fla_Atlantic,0.4,0.1111111111111111,0.0,-1.0,-1.0
2010-02-06Florida,0.2,0.17647058823529413,1.0,1.0,3.0
2010-02-06Florida_Intl,-0.4,-0.15789473684210525,1.0,1.0,-2.0
2010-02-06Florida_St,-0.4,-0.4117647058823529,1.0,-1.0,-1.0
2010-02-06Fordham,0.0,0.09090909090909091,1.0,1.0,-1.0
2010-02-06Fresno_St,0.0,0.0,0.0,1.0,-2.0
2010-02-06Furman,0.4,0.058823529411764705,1.0,-1.0,3.0
2010-02-06GA_Southern,0.2,-0.05263157894736842,0.0,1.0,1.0
2010-02-06GA_Tech,0.2,0.375,1.0,-1.0,-1.0
2010-02-06Geo_Mason,-0.2,-0.05263157894736842,0.0,-1.0,-3.0
2010-02-06Geo_Wshgtn,0.0,0.0,1.0,-1.0,3.0
2010-02-06Georgetown,0.0,0.058823529411764705,1.0,1.0,-1.0
2010-02-06Georgia,0.4,0.05263157894736842,1.0,1.0,-1.0
2010-02-06Georgia_St,0.0,0.1,1.0,-1.0,2.0
2010-02-06Gonzaga,0.2,0.058823529411764705,0.0,1.0,1.0
2010-02-06Harvard,0.2,0.16666666666666666,1.0,-1.0,-2.0
2010-02-06Hawaii,-0.4,-0.5,1.0,-1.0,1.0
2010-02-06Hofstra,0.2,-0.09090909090909091,1.0,-1.0,1.0
2010-02-06Houston,0.0,-0.125,1.0,-1.0,1.0
2010-02-06IL-Chicago,-0.4,-0.047619047619047616,1.0,1.0,-1.0
2010-02-06Idaho,-0.4,-0.25,0.0,1.0,-1.0
2010-02-06Idaho_State,0.2,-0.05263157894736842,0.0,-1.0,1.0
2010-02-06Illinois,-0.2,-0.3333333333333333,1.0,1.0,1.0
2010-02-06Illinois_St,0.0,-0.15789473684210525,1.0,-1.0,-1.0
2010-02-06Indiana_St,0.2,0.1,0.0,1.0,3.0
2010-02-06Iowa_State,-0.4,-0.15789473684210525,1.0,1.0,-5.0
2010-02-06Jksnville_St,-0.2,0.058823529411764705,0.0,1.0,-1.0
2010-02-06Kansas,-0.2,0.0,1.0,-1.0,-2.0
2010-02-06Kansas_St,0.6,0.5,0.0,-1.0,3.0
2010-02-06Kent_State,0.2,0.05263157894736842,0.0,1.0,2.0
2010-02-06Kentucky,0.0,0.0,0.0,1.0,-1.0
2010-02-06LA_Lafayette,0.2,-0.06666666666666667,1.0,1.0,4.0
2010-02-06LSU,-0.6,-0.4444444444444444,1.0,-1.0,1.0
2010-02-06La_Salle,-0.4,-0.4117647058823529,1.0,-1.0,-4.0
2010-02-06Lg_Beach_St,-0.2,0.0,1.0,1.0,-1.0
2010-02-06Louisville,-0.2,-0.17647058823529413,1.0,-1.0,2.0
2010-02-06Loyola-Chi,0.0,0.058823529411764705,1.0,1.0,1.0
2010-02-06Loyola_Mymt,0.0,0.05263157894736842,1.0,1.0,-1.0
2010-02-06Marquette,0.4,0.25,0.0,1.0,-1.0
2010-02-06Marshall,0.2,0.25,1.0,1.0,1.0
2010-02-06Memphis,-0.4,-0.29411764705882354,1.0,-1.0,1.0
2010-02-06Miami_(FL),-0.2,0.0,0.0,1.0,-1.0
2010-02-06Miami_(OH),0.4,0.18181818181818182,0.0,1.0,3.0
2010-02-06Michigan,0.6,0.1111111111111111,1.0,-1.0,-1.0
2010-02-06Michigan_St,0.0,-0.2727272727272727,0.0,-1.0,-3.0
2010-02-06Middle_Tenn,0.0,-0.058823529411764705,0.0,1.0,-2.0
2010-02-06Minnesota,-0.4,-0.1,0.0,-1.0,-5.0
2010-02-06Miss_State,0.0,0.17647058823529413,0.0,-1.0,2.0
2010-02-06Mississippi,0.2,0.3333333333333333,1.0,-1.0,1.0
2010-02-06Missouri,0.2,0.125,0.0,1.0,-1.0
2010-02-06Missouri_St,-0.6,0.0,1.0,1.0,-1.0
2010-02-06Montana,-0.2,0.14285714285714285,1.0,1.0,3.0
2010-02-06Montana_St,0.0,0.0,1.0,-1.0,-1.0
2010-02-06Morehead_St,0.4,0.3333333333333333,1.0,-1.0,1.0
2010-02-06Murray_St,0.4,0.17647058823529413,1.0,-1.0,2.0
2010-02-06NC-Grnsboro,0.0,-0.2,0.0,-1.0,-1.0
2010-02-06NC_State,0.0,0.05263157894736842,0.0,1.0,-3.0
2010-02-06N_Illinois,-0.2,-0.17647058823529413,1.0,-1.0,-5.0
2010-02-06N_Iowa,0.2,0.3333333333333333,1.0,-1.0,-2.0
2010-02-06N_Mex_State,0.4,0.06666666666666667,1.0,1.0,1.0
2010-02-06Nebraska,-0.6,-0.38461538461538464,0.0,1.0,-1.0
2010-02-06Nevada,0.0,0.0,0.0,-1.0,-2.0
2010-02-06New_Mexico,0.2,0.42857142857142855,1.0,-1.0,4.0
2010-02-06New_Orleans,-0.2,-0.1111111111111111,1.0,-1.0,-5.0
2010-02-06North_Texas,0.6,0.375,0.0,-1.0,4.0
2010-02-06Northeastrn,0.6,0.36363636363636365,0.0,1.0,2.0
2010-02-06Oakland,-1.0,-1.0,1.0,1.0,-3.0
2010-02-06Ohio,-0.6,-0.17647058823529413,0.0,-1.0,-2.0
2010-02-06Oklahoma,-0.2,-0.1111111111111111,1.0,1.0,-1.0
2010-02-06Oklahoma_St,0.0,0.25,0.0,-1.0,-2.0
2010-02-06Old_Dominion,0.0,-0.2631578947368421,0.0,-1.0,1.0
2010-02-06Oral_Roberts,-0.6666666666666666,-0.6666666666666666,0.0,-1.0,-4.0
2010-02-06Oregon,-0.2,-0.29411764705882354,0.0,-1.0,2.0
2010-02-06Oregon_St,0.4,0.375,1.0,1.0,-1.0
2010-02-06Pacific,0.0,-0.047619047619047616,1.0,-1.0,-1.0
2010-02-06Penn_State,-0.2,-0.15789473684210525,1.0,1.0,1.0
2010-02-06Pepperdine,-0.2,-0.3333333333333333,0.0,-1.0,-2.0
2010-02-06Pittsburgh,0.4,0.1111111111111111,1.0,1.0,-2.0
2010-02-06Princeton,0.4,0.45454545454545453,0.0,1.0,6.0
2010-02-06Providence,0.0,-0.1111111111111111,1.0,-1.0,-1.0
2010-02-06Rhode_Island,0.0,0.058823529411764705,1.0,-1.0,1.0
2010-02-06Rice,-0.2,-0.2631578947368421,1.0,-1.0,-1.0
2010-02-06Richmond,0.0,0.15789473684210525,1.0,1.0,3.0
2010-02-06Rutgers,-0.6,-0.2222222222222222,0.0,1.0,2.0
2010-02-06SE_Missouri,0.0,-0.05263157894736842,1.0,-1.0,-1.0
2010-02-06S_Alabama,0.0,-0.23809523809523808,1.0,-1.0,2.0
2010-02-06S_Carolina,-0.2,-0.1111111111111111,0.0,-1.0,-1.0
2010-02-06S_Illinois,-0.2,-0.2,0.0,1.0,2.0
2010-02-06S_Methodist,0.2,-0.07692307692307693,0.0,1.0,5.0
2010-02-06S_Mississippi,0.0,0.375,0.0,1.0,-1.0
2010-02-06S_Utah,-0.5,-0.5,0.0,-1.0,-1.0
2010-02-06Saint_Louis,0.0,-0.06666666666666667,0.0,1.0,-3.0
2010-02-06Samford,-0.4,-0.2222222222222222,0.0,-1.0,1.0
2010-02-06San_Diego,-0.6,-0.14285714285714285,1.0,-1.0,-1.0
2010-02-06San_Diego_St,-0.2,0.1,0.0,1.0,2.0
2010-02-06San_Fransco,0.2,-0.2,0.0,1.0,2.0
2010-02-06San_Jose_St,0.4,0.2631578947368421,0.0,-1.0,1.0
2010-02-06Santa_Clara,0.0,-0.1,0.0,1.0,1.0
2010-02-06Seton_Hall,-0.4,-0.2857142857142857,0.0,-1.0,1.0
2010-02-06St_Johns,-0.2,0.0,1.0,-1.0,-4.0
2010-02-06St_Marys,0.2,0.45454545454545453,1.0,-1.0,-1.0
2010-02-06Stanford,0.0,-0.15789473684210525,0.0,1.0,1.0
2010-02-06TN_Martin,-0.8,-0.7647058823529411,1.0,-1.0,1.0
2010-02-06TN_State,0.0,-0.05263157894736842,0.0,1.0,-4.0
2010-02-06TN_Tech,0.2,0.058823529411764705,0.0,1.0,-1.0
2010-02-06TX_Christian,-0.6,-0.47368421052631576,0.0,1.0,-4.0
2010-02-06TX_El_Paso,-0.4,-0.125,1.0,1.0,1.0
2010-02-06Temple,0.0,0.21739130434782608,0.0,-1.0,2.0
2010-02-06Tennessee,0.0,-0.058823529411764705,1.0,1.0,-4.0
2010-02-06Texas,-0.6,0.0,0.0,-1.0,1.0
2010-02-06Texas_A&M,0.0,0.1111111111111111,1.0,1.0,2.0
2010-02-06Texas_Tech,0.0,0.2,1.0,1.0,-1.0
2010-02-06Toledo,-0.2,-0.2,1.0,1.0,3.0
2010-02-06Troy,0.0,-0.2,0.0,-1.0,1.0
2010-02-06Tulane,0.4,0.17647058823529413,1.0,-1.0,1.0
2010-02-06Tulsa,-0.2,-0.2222222222222222,0.0,-1.0,-4.0
2010-02-06UAB,-0.4,0.0,0.0,1.0,-2.0
2010-02-06UCLA,0.0,0.0,1.0,-1.0,-1.0
2010-02-06UCSB,0.6,0.2631578947368421,0.0,1.0,1.0
2010-02-06UC_Davis,0.2,0.125,1.0,-1.0,1.0
2010-02-06UC_Riverside,-0.4,-0.29411764705882354,0.0,1.0,-3.0
2010-02-06UNLV,0.4,0.3684210526315789,1.0,1.0,1.0
2010-02-06USC,0.2,0.0,1.0,-1.0,1.0
2010-02-06U_Mass,-0.2,-0.29411764705882354,0.0,1.0,-2.0
2010-02-06U_Penn,-0.4,-0.5,0.0,1.0,2.0
2010-02-06Utah_State,0.4,0.2631578947368421,1.0,1.0,7.0
2010-02-06VA_Tech,0.4,0.06666666666666667,1.0,1.0,1.0
2010-02-06VCU,0.2,0.0,1.0,1.0,2.0
2010-02-06Valparaiso,0.6,0.3684210526315789,1.0,1.0,6.0
2010-02-06Vanderbilt,0.4,0.1111111111111111,0.0,-1.0,-2.0
2010-02-06Villanova,0.6,0.5,0.0,-1.0,-1.0
2010-02-06Virginia,0.4,0.2,1.0,-1.0,2.0
2010-02-06WI-Grn_Bay,-0.4,-0.2222222222222222,1.0,1.0,-2.0
2010-02-06WI-Milwkee,0.4,0.2222222222222222,0.0,-1.0,1.0
2010-02-06W_Carolina,-0.4,0.058823529411764705,1.0,-1.0,-1.0
2010-02-06W_Kentucky,-0.4,-0.2727272727272727,1.0,1.0,-1.0
2010-02-06W_Michigan,0.0,0.0,1.0,-1.0,-1.0
2010-02-06W_Virginia,-0.2,-0.2,0.0,1.0,1.0
2010-02-06Wake_Forest,0.0,0.058823529411764705,0.0,1.0,1.0
2010-02-06Wash_State,-0.6,-0.3684210526315789,1.0,1.0,-3.0
2010-02-06Washington,-0.4,-0.42857142857142855,1.0,1.0,-1.0
2010-02-06Weber_State,0.2,0.2222222222222222,0.0,1.0,-1.0
2010-02-06Wichita_St,0.4,0.25,1.0,-1.0,1.0
2010-02-06Wisconsin,0.2,0.2,0.0,1.0,2.0
2010-02-06Wm_&_Mary,-0.6,0.1111111111111111,0.0,1.0,-3.0
2010-02-06Wofford,0.0,0.15789473684210525,1.0,1.0,-2.0
2010-02-06Wright_State,-0.2,0.0,0.0,-1.0,-1.0
2010-02-06Wyoming,0.0,0.25,0.0,-1.0,-2.0
2010-02-06Xavier,0.4,0.3333333333333333,0.0,-1.0,4.0
2010-02-06Yale,0.2,0.3333333333333333,0.0,1.0,1.0
2010-02-06Youngs_St,0.0,-0.2,0.0,-1.0,-1.0
2010-02-07Canisius,0.4,0.18181818181818182,0.0,1.0,-2.0
2010-02-07Cincinnati,-0.6,-0.375,1.0,-1.0,-2.0
2010-02-07E_Washingtn,-0.2,-0.25,0.0,-1.0,-2.0
2010-02-07Indiana,0.4,0.0,0.0,-1.0,2.0
2010-02-07Iona,0.4,0.2222222222222222,0.0,-1.0,-1.0
2010-02-07Iowa,-0.2,-0.36363636363636365,0.0,1.0,-2.0
2010-02-07Loyola-MD,0.0,0.0,0.0,1.0,1.0
2010-02-07Manhattan,0.0,-0.05263157894736842,1.0,-1.0,1.0
2010-02-07Marist,-0.4,-0.06666666666666667,1.0,1.0,-1.0
2010-02-07Maryland,0.4,0.125,1.0,1.0,1.0
2010-02-07N_Arizona,0.2,-0.058823529411764705,0.0,1.0,-1.0
2010-02-07N_Carolina,-0.6,-0.2631578947368421,0.0,-1.0,-2.0
2010-02-07N_Colorado,-0.2,0.05263157894736842,1.0,-1.0,-6.0
2010-02-07Northwestern,0.4,0.4444444444444444,1.0,1.0,4.0
2010-02-07Notre_Dame,-0.2,-0.058823529411764705,1.0,-1.0,1.0
2010-02-07Ohio_State,0.0,-0.09090909090909091,1.0,-1.0,-1.0
2010-02-07S_Florida,0.4,0.42857142857142855,0.0,1.0,6.0
2010-02-07Sac_State,0.4,0.42857142857142855,1.0,1.0,-1.0
2010-02-07St_Bonavent,0.0,0.29411764705882354,0.0,-1.0,1.0
2010-02-07St_Josephs,-0.2,-0.2631578947368421,1.0,1.0,-1.0
2010-02-07St_Peters,0.2,0.17647058823529413,1.0,-1.0,-1.0
2010-02-07Syracuse,0.4,0.4444444444444444,0.0,1.0,1.0
2010-02-08App_State,0.0,0.06666666666666667,0.0,1.0,1.0
2010-02-08Butler,0.0,-0.16666666666666666,1.0,-1.0,1.0
2010-02-08Citadel,0.0,0.1111111111111111,0.0,1.0,-1.0
2010-02-08Col_Charlestn,0.6,0.4444444444444444,1.0,-1.0,3.0
2010-02-08Delaware,0.4,0.17647058823529413,1.0,1.0,-1.0
2010-02-08Elon,0.2,-0.15789473684210525,1.0,1.0,2.0
2010-02-08Fairfield,-0.4,-0.17647058823529413,0.0,1.0,1.0
2010-02-08IL-Chicago,-0.4,0.0,0.0,1.0,1.0
2010-02-08James_Mad,0.0,-0.2222222222222222,0.0,-1.0,-1.0
2010-02-08Kansas,-0.2,-0.05263157894736842,0.0,1.0,-3.0
2010-02-08LA_Tech,0.0,0.1111111111111111,0.0,1.0,-5.0
2010-02-08Loyola-Chi,0.0,0.1111111111111111,0.0,1.0,2.0
2010-02-08NC-Grnsboro,0.0,-0.23809523809523808,1.0,-1.0,-2.0
2010-02-08NC-Wilmgton,-0.6,-0.23809523809523808,0.0,-1.0,-5.0
2010-02-08N_Mex_State,0.6,0.125,1.0,-1.0,2.0
2010-02-08Niagara,-0.2,-0.25,0.0,-1.0,2.0
2010-02-08Rider,-0.2,-0.23809523809523808,1.0,1.0,-1.0
2010-02-08Siena,0.2,0.18181818181818182,1.0,-1.0,1.0
2010-02-08Texas,-0.8,-0.05263157894736842,1.0,-1.0,-1.0
2010-02-08Towson,0.0,-0.1111111111111111,1.0,1.0,-1.0
2010-02-08Valparaiso,0.6,0.4,1.0,-1.0,7.0
2010-02-08Villanova,0.4,0.42857142857142855,0.0,1.0,-2.0
2010-02-08W_Carolina,-0.4,0.0,0.0,-1.0,-2.0
2010-02-08W_Virginia,0.0,-0.14285714285714285,1.0,-1.0,2.0
2010-02-09Air_Force,-0.2,0.0,1.0,-1.0,-2.0
2010-02-09Akron,-0.2,-0.05263157894736842,0.0,1.0,-3.0
2010-02-09Alabama,-0.2,0.0,0.0,1.0,-1.0
2010-02-09Austin_Peay,0.0,0.13043478260869565,1.0,-1.0,1.0
2010-02-09Boston_Col,0.0,-0.05263157894736842,0.0,1.0,1.0
2010-02-09Bradley,0.0,-0.18181818181818182,1.0,1.0,1.0
2010-02-09Central_Mich,0.2,0.25,1.0,-1.0,-1.0
2010-02-09Colorado_St,0.2,0.14285714285714285,0.0,1.0,2.0
2010-02-09Creighton,-0.2,-0.23809523809523808,1.0,1.0,-1.0
2010-02-09Evansville,-0.4,-0.2,1.0,1.0,-3.0
2010-02-09Geo_Mason,-0.2,-0.1,1.0,1.0,-4.0
2010-02-09Georgetown,0.0,0.1111111111111111,0.0,1.0,1.0
2010-02-09Houston,-0.2,-0.17647058823529413,0.0,1.0,-1.0
2010-02-09Illinois,0.0,-0.2727272727272727,0.0,1.0,2.0
2010-02-09Illinois_St,-0.2,-0.2,0.0,-1.0,-2.0
2010-02-09Indiana_St,0.2,0.14285714285714285,0.0,-1.0,4.0
2010-02-09Kentucky,0.2,0.047619047619047616,1.0,-1.0,1.0
2010-02-09Michigan_St,-0.2,-0.30434782608695654,1.0,-1.0,-4.0
2010-02-09Ohio,-0.6,-0.2222222222222222,1.0,1.0,-3.0
2010-02-09Oklahoma,0.0,-0.05263157894736842,1.0,-1.0,1.0
2010-02-09Providence,0.0,-0.15789473684210525,1.0,-1.0,-2.0
2010-02-09Purdue,-0.2,-0.14285714285714285,0.0,1.0,-1.0
2010-02-09SE_Missouri,-0.2,-0.1,0.0,1.0,-2.0
2010-02-09Saint_Louis,0.2,0.0,0.0,1.0,1.0
2010-02-09St_Josephs,0.0,-0.2,1.0,-1.0,1.0
2010-02-09TN_Martin,-0.8,-0.7777777777777778,1.0,-1.0,-1.0
2010-02-09TN_Tech,0.2,0.1111111111111111,0.0,1.0,1.0
2010-02-09Tennessee,0.0,0.0,0.0,-1.0,1.0
2010-02-09Texas_Tech,0.0,0.25,0.0,1.0,1.0
2010-02-09VCU,0.2,0.05263157894736842,0.0,-1.0,3.0
2010-02-09Vanderbilt,0.2,0.05263157894736842,1.0,1.0,-3.0
2010-02-09W_Kentucky,-0.2,-0.21739130434782608,1.0,-1.0,1.0
2010-02-09W_Michigan,0.0,-0.05263157894736842,0.0,-1.0,-2.0
2010-02-09Wake_Forest,0.2,0.1111111111111111,1.0,-1.0,2.0
2010-02-09Wichita_St,0.2,0.17647058823529413,0.0,-1.0,-1.0
2010-02-09Wisconsin,0.2,0.23809523809523808,1.0,-1.0,3.0
2010-02-10Arkansas,0.4,0.0,1.0,1.0,-1.0
2010-02-10Auburn,0.2,-0.125,1.0,1.0,1.0
2010-02-10Ball_State,0.6,0.2222222222222222,0.0,-1.0,8.0
2010-02-10Baylor,0.4,0.4666666666666667,0.0,-1.0,-1.0
2010-02-10Bowling_Grn,-0.2,-0.1,1.0,-1.0,1.0
2010-02-10Buffalo,-0.2,-0.058823529411764705,1.0,1.0,-3.0
2010-02-10CS_Fullerton,0.0,0.06666666666666667,0.0,1.0,-1.0
2010-02-10Central_FL,-0.2,0.1111111111111111,0.0,1.0,2.0
2010-02-10Charlotte,-0.2,-0.1111111111111111,0.0,-1.0,-2.0
2010-02-10Chattanooga,0.0,0.0,1.0,-1.0,-1.0
2010-02-10Clemson,-0.2,0.0,1.0,1.0,-1.0
2010-02-10Connecticut,-0.2,-0.3,0.0,1.0,-4.0
2010-02-10Dayton,0.2,0.15789473684210525,1.0,1.0,2.0
2010-02-10Delaware,0.4,0.2222222222222222,0.0,-1.0,1.0
2010-02-10Drake,0.8,0.3684210526315789,1.0,-1.0,3.0
2010-02-10Drexel,0.4,0.25,0.0,-1.0,6.0
2010-02-10Duke,0.2,0.2727272727272727,0.0,1.0,-1.0
2010-02-10E_Carolina,-0.2,0.0,1.0,-1.0,-3.0
2010-02-10E_Michigan,-0.4,-0.15789473684210525,0.0,-1.0,1.0
2010-02-10Florida,0.4,0.2222222222222222,0.0,-1.0,4.0
2010-02-10Florida_St,-0.4,-0.4444444444444444,0.0,-1.0,-2.0
2010-02-10Fordham,0.2,0.16666666666666666,0.0,1.0,1.0
2010-02-10Furman,0.2,0.0,1.0,-1.0,-1.0
2010-02-10GA_Tech,0.2,0.29411764705882354,0.0,-1.0,-2.0
2010-02-10Georgia,0.4,0.1,0.0,-1.0,1.0
2010-02-10Georgia_St,-0.2,0.047619047619047616,0.0,1.0,-1.0
2010-02-10Hofstra,0.0,-0.13043478260869565,1.0,1.0,-1.0
2010-02-10Idaho,-0.2,-0.17647058823529413,1.0,1.0,1.0
2010-02-10Indiana,0.2,-0.047619047619047616,1.0,-1.0,-1.0
2010-02-10Iowa,0.0,-0.30434782608695654,1.0,1.0,1.0
2010-02-10Iowa_State,-0.4,-0.1,0.0,1.0,1.0
2010-02-10James_Mad,0.0,-0.2631578947368421,1.0,-1.0,-2.0
2010-02-10Kent_State,0.4,0.1,1.0,1.0,3.0
2010-02-10LSU,-0.6,-0.47368421052631576,0.0,-1.0,-1.0
2010-02-10Memphis,-0.4,-0.3333333333333333,1.0,-1.0,-1.0
2010-02-10Miami_(FL),-0.2,0.06666666666666667,1.0,1.0,1.0
2010-02-10Miami_(OH),0.4,0.21739130434782608,1.0,-1.0,4.0
2010-02-10Missouri,0.2,0.17647058823529413,1.0,-1.0,1.0
2010-02-10Missouri_St,-0.4,0.043478260869565216,1.0,-1.0,1.0
2010-02-10NC_State,0.0,0.1,1.0,-1.0,1.0
2010-02-10N_Carolina,-0.6,-0.3,1.0,-1.0,-3.0
2010-02-10N_Illinois,-0.2,-0.2222222222222222,0.0,1.0,-6.0
2010-02-10N_Iowa,0.0,0.2727272727272727,0.0,1.0,-3.0
2010-02-10Nebraska,-0.4,-0.2857142857142857,1.0,1.0,1.0
2010-02-10Nevada,-0.2,-0.05263157894736842,0.0,-1.0,-3.0
2010-02-10New_Mexico,0.0,0.36363636363636365,0.0,1.0,-1.0
2010-02-10Northeastrn,0.6,0.391304347826087,1.0,-1.0,3.0
2010-02-10Northwestern,0.4,0.47368421052631576,0.0,-1.0,5.0
2010-02-10Ohio_State,0.0,-0.13043478260869565,0.0,1.0,-2.0
2010-02-10Old_Dominion,-0.2,-0.3,0.0,1.0,-1.0
2010-02-10Pacific,0.0,-0.09090909090909091,0.0,-1.0,-2.0
2010-02-10Rhode_Island,0.0,0.0,1.0,-1.0,-1.0
2010-02-10Richmond,0.2,0.2,0.0,1.0,4.0
2010-02-10S_Carolina,-0.4,-0.15789473684210525,1.0,1.0,-2.0
2010-02-10S_Illinois,0.0,-0.14285714285714285,0.0,1.0,3.0
2010-02-10S_Methodist,0.4,0.0,1.0,-1.0,6.0
2010-02-10S_Mississippi,0.2,0.4117647058823529,0.0,1.0,1.0
2010-02-10Samford,-0.6,-0.2631578947368421,0.0,1.0,-1.0
2010-02-10San_Diego_St,0.0,0.14285714285714285,1.0,1.0,3.0
2010-02-10St_Bonavent,-0.2,0.2222222222222222,1.0,-1.0,-1.0
2010-02-10Syracuse,0.6,0.47368421052631576,1.0,-1.0,2.0
2010-02-10TX_Christian,-0.4,-0.4,1.0,-1.0,1.0
2010-02-10TX_El_Paso,-0.2,-0.058823529411764705,0.0,1.0,2.0
2010-02-10Toledo,0.0,-0.14285714285714285,0.0,1.0,4.0
2010-02-10Tulane,0.2,0.1111111111111111,0.0,1.0,-1.0
2010-02-10Tulsa,-0.2,-0.2631578947368421,1.0,-1.0,-5.0
2010-02-10UC_Davis,0.2,0.058823529411764705,1.0,1.0,-1.0
2010-02-10UC_Irvine,-0.4,-0.29411764705882354,1.0,-1.0,-2.0
2010-02-10UNLV,0.4,0.4,1.0,-1.0,2.0
2010-02-10Utah,0.0,-0.15789473684210525,0.0,1.0,-1.0
2010-02-10VA_Tech,0.4,0.125,0.0,1.0,2.0
2010-02-10Wm_&_Mary,-0.4,0.15789473684210525,1.0,1.0,1.0
2010-02-10Wofford,0.0,0.2,0.0,1.0,1.0
2010-02-10Wyoming,0.0,0.17647058823529413,0.0,-1.0,-3.0
2010-02-11AR_Lit_Rock,-0.4,-0.3333333333333333,1.0,-1.0,-1.0
2010-02-11App_State,0.2,0.125,1.0,1.0,2.0
2010-02-11Arizona,0.4,0.14285714285714285,1.0,1.0,-1.0
2010-02-11Arizona_St,0.2,-0.1,1.0,-1.0,-1.0
2010-02-11Arkansas_St,0.8,0.4117647058823529,0.0,-1.0,2.0
2010-02-11Boise_State,-0.4,-0.3333333333333333,1.0,1.0,-1.0
2010-02-11Butler,-0.2,-0.2,0.0,-1.0,-1.0
2010-02-11Cal_Poly,-0.2,-0.125,1.0,-1.0,1.0
2010-02-11California,-0.2,0.047619047619047616,1.0,1.0,1.0
2010-02-11Central_Mich,0.2,0.17647058823529413,0.0,-1.0,-2.0
2010-02-11Cleveland_St,-0.2,-0.2631578947368421,1.0,1.0,-1.0
2010-02-11Col_Charlestn,0.4,0.3684210526315789,1.0,-1.0,-1.0
2010-02-11Davidson,-0.6,-0.2631578947368421,0.0,-1.0,-2.0
2010-02-11Denver,-0.4,-0.4444444444444444,0.0,-1.0,1.0
2010-02-11Detroit,0.2,0.2727272727272727,1.0,-1.0,-1.0
2010-02-11Duquesne,-0.2,-0.375,1.0,-1.0,1.0
2010-02-11E_Illinois,0.2,0.0,1.0,1.0,1.0
2010-02-11E_Kentucky,-0.2,-0.047619047619047616,0.0,-1.0,-1.0
2010-02-11Elon,0.2,-0.1,0.0,1.0,3.0
2010-02-11Fla_Atlantic,0.4,0.05263157894736842,1.0,1.0,-2.0
2010-02-11Florida_Intl,-0.2,-0.1,0.0,1.0,1.0
2010-02-11Fresno_St,0.0,0.047619047619047616,1.0,1.0,1.0
2010-02-11Gonzaga,0.2,0.1111111111111111,1.0,1.0,2.0
2010-02-11Jksnville_St,0.0,0.1111111111111111,1.0,-1.0,1.0
2010-02-11LA_Lafayette,0.2,0.0,0.0,-1.0,5.0
2010-02-11LA_Monroe,0.0,0.0,0.0,1.0,1.0
2010-02-11Lg_Beach_St,-0.2,0.047619047619047616,0.0,1.0,1.0
2010-02-11Louisville,-0.4,-0.2222222222222222,0.0,-1.0,-1.0
2010-02-11Loyola_Mymt,0.0,0.1,0.0,1.0,1.0
2010-02-11Michigan,0.4,0.05263157894736842,0.0,1.0,-2.0
2010-02-11Middle_Tenn,0.2,0.0,1.0,1.0,1.0
2010-02-11Minnesota,-0.6,-0.14285714285714285,1.0,-1.0,-6.0
2010-02-11Miss_State,-0.2,0.1111111111111111,1.0,1.0,-1.0
2010-02-11Mississippi,0.2,0.3333333333333333,0.0,-1.0,1.0
2010-02-11Morehead_St,0.4,0.2631578947368421,0.0,-1.0,-1.0
2010-02-11Murray_St,0.4,0.1111111111111111,0.0,1.0,-1.0
2010-02-11NC-Wilmgton,-0.8,-0.2727272727272727,0.0,1.0,-6.0
2010-02-11N_Mex_State,0.4,0.058823529411764705,0.0,-1.0,-1.0
2010-02-11New_Orleans,-0.4,-0.15789473684210525,1.0,-1.0,-6.0
2010-02-11North_Texas,0.4,0.29411764705882354,0.0,1.0,-1.0
2010-02-11Notre_Dame,-0.4,-0.1111111111111111,0.0,1.0,-1.0
2010-02-11Oakland,-1.0,-1.0,0.0,1.0,-3.0
2010-02-11Ohio,-0.4,-0.15789473684210525,1.0,1.0,1.0
2010-02-11Oral_Roberts,-0.6666666666666666,-0.6666666666666666,1.0,-1.0,-4.0
2010-02-11Oregon,-0.2,-0.3333333333333333,0.0,-1.0,-1.0
2010-02-11Oregon_St,0.4,0.4117647058823529,0.0,1.0,1.0
2010-02-11Pepperdine,-0.2,-0.3684210526315789,0.0,-1.0,-3.0
2010-02-11Portland,0.4,0.29411764705882354,1.0,1.0,-1.0
2010-02-11SE_Missouri,0.0,-0.047619047619047616,1.0,1.0,1.0
2010-02-11S_Alabama,-0.2,-0.2727272727272727,1.0,-1.0,-1.0
2010-02-11S_Utah,-0.5,-0.5,1.0,-1.0,-1.0
2010-02-11San_Diego,-0.6,-0.18181818181818182,0.0,-1.0,-2.0
